Image,Tree_ID,Confidence,Center_X,Center_Y,Width,Height,Area,Canopy_Size
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,6,0.679,617.46,290.22,38.44,37.52,1442.33,37.98
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,7,0.678,252.49,418.05,38.7,41.27,1597.32,39.99
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,8,0.674,398.09,417.37,42.08,42.7,1796.8,42.39
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,9,0.667,320.97,33.94,47.37,47.36,2243.32,47.36
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,10,0.666,545.27,14.01,34.37,28.01,962.63,31.19
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,11,0.664,324.99,374.44,44.58,44.1,1965.59,44.34
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,12,0.663,174.79,123.42,41.43,42.01,1740.55,41.72
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,13,0.661,619.85,460.51,39.93,43.14,1722.56,41.53
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,14,0.659,616.56,206.7,39.09,40.46,1581.57,39.77
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,15,0.656,549.71,509.23,39.99,41.42,1656.49,40.71
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,16,0.654,246.78,168.08,40.27,40.12,1615.44,40.19
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,17,0.652,619.94,372.41,40.12,42.83,1718.51,41.48
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,18,0.65,396.83,83.06,39.57,40.72,1610.98,40.14
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,19,0.649,470.32,38.25,45.84,43.28,1983.97,44.56
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,20,0.648,319.34,121.92,43.15,43.77,1888.65,43.46
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,21,0.647,396.04,337.1,41.6,42.81,1780.83,42.2
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,22,0.647,249.92,251.23,40.78,42.21,1721.46,41.5
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,23,0.645,542.66,340.85,44.35,44.35,1967.14,44.35
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,24,0.644,239.58,75.33,42.28,42.47,1795.87,42.38
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,25,0.643,323.63,288.0,41.66,43.48,1811.26,42.57
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,26,0.643,397.37,504.32,39.86,40.22,1602.95,40.04
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,27,0.641,176.24,209.38,43.89,43.87,1925.67,43.88
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,28,0.636,31.24,467.97,46.7,46.1,2152.8,46.4
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,29,0.636,469.64,124.36,41.38,41.83,1730.93,41.61
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,30,0.632,472.13,467.08,40.49,41.79,1692.11,41.14
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,31,0.632,550.87,591.22,41.5,42.01,1743.62,41.76
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,32,0.631,617.4,121.55,42.07,41.31,1737.98,41.69
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,33,0.631,250.23,333.59,39.28,41.59,1633.85,40.44
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,34,0.628,476.78,551.53,39.95,42.09,1681.7,41.02
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,35,0.628,182.37,375.77,41.36,41.62,1721.72,41.49
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,36,0.627,545.75,424.48,40.25,41.9,1686.3,41.07
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,37,0.626,102.73,80.09,39.55,41.07,1624.28,40.31
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,38,0.625,392.15,163.61,42.71,43.65,1864.07,43.18
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,39,0.621,101.78,169.67,40.24,40.66,1636.45,40.45
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,40,0.616,185.76,627.92,43.36,24.16,1047.62,33.76
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,41,0.615,180.69,464.05,41.8,43.91,1835.02,42.85
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,42,0.614,400.3,585.8,41.7,42.85,1787.03,42.28
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,43,0.613,328.08,627.01,49.08,25.93,1272.71,37.51
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,44,0.611,29.4,560.82,45.95,47.01,2160.16,46.48
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,45,0.608,474.48,302.12,41.48,41.21,1709.61,41.35
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,46,0.608,618.66,43.27,41.14,43.41,1785.68,42.27
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,47,0.608,479.05,626.33,35.95,27.34,983.01,31.65
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,48,0.607,97.84,421.39,38.22,41.08,1570.07,39.65
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,49,0.603,320.74,207.88,39.25,41.22,1618.05,40.24
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,50,0.603,31.84,125.67,45.42,46.08,2092.78,45.75
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,51,0.603,252.65,510.38,38.97,40.47,1577.13,39.72
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,52,0.6,540.32,86.32,43.22,42.6,1841.44,42.91
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,53,0.598,32.46,212.53,46.3,46.78,2166.25,46.54
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,54,0.597,470.79,207.82,41.87,44.59,1867.2,43.23
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,55,0.597,32.83,299.14,41.82,43.31,1811.18,42.56
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,56,0.591,177.44,294.88,44.5,45.14,2008.67,44.82
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,57,0.591,324.71,551.37,40.73,38.26,1558.26,39.49
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,58,0.59,104.03,601.45,44.63,44.61,1990.89,44.62
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,59,0.588,98.21,12.19,41.96,24.34,1021.25,33.15
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,60,0.586,542.21,170.97,39.22,41.19,1615.36,40.2
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,61,0.585,253.3,592.43,42.66,42.11,1796.34,42.38
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,62,0.581,545.73,256.1,39.38,40.95,1612.75,40.17
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,63,0.576,32.94,41.08,36.21,38.34,1388.02,37.27
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,64,0.571,31.18,387.75,41.97,42.74,1793.75,42.35
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,65,0.447,396.65,254.52,30.69,30.77,944.23,30.73
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,66,0.412,395.81,7.72,42.73,15.44,659.57,29.08
Blok13M_16_png_jpg.rf.1cd1b9c1efabdb2ad0b5d3906ae7e3bb.jpg,67,0.395,237.42,5.19,41.2,10.37,427.49,25.79
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,1,0.715,383.55,13.0,41.73,25.76,1075.07,33.75
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,2,0.706,91.95,96.18,39.16,40.82,1598.4,39.99
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,3,0.692,530.85,13.27,43.31,26.49,1147.53,34.9
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,4,0.69,306.42,47.28,43.92,44.79,1966.79,44.35
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,5,0.687,388.24,90.84,40.18,40.7,1635.17,40.44
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,6,0.684,165.69,215.6,38.79,40.86,1584.94,39.82
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,7,0.682,386.2,425.48,41.85,43.58,1823.54,42.71
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,8,0.682,383.94,174.92,43.06,42.67,1837.23,42.86
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,9,0.674,234.59,14.76,45.28,29.03,1314.42,37.15
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,10,0.672,21.6,225.03,42.7,44.23,1888.35,43.46
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,11,0.671,91.14,14.55,42.21,28.82,1216.56,35.52
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,12,0.667,529.87,87.54,42.78,43.72,1870.53,43.25
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,13,0.667,21.26,51.07,42.11,45.65,1922.12,43.88
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,14,0.666,237.67,88.71,39.17,39.79,1558.46,39.48
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,15,0.663,309.64,215.56,38.68,40.52,1566.97,39.6
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,16,0.663,169.03,386.58,38.76,40.34,1563.82,39.55
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,17,0.66,386.16,338.74,40.71,42.32,1722.5,41.51
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,18,0.66,239.8,260.54,39.02,41.11,1604.3,40.07
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,19,0.656,236.81,173.31,40.2,42.25,1698.22,41.22
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,20,0.656,604.61,550.85,45.89,44.3,2032.99,45.1
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,21,0.649,314.92,554.38,44.9,45.21,2029.96,45.06
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,22,0.647,529.97,167.1,39.91,41.82,1669.03,40.86
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,23,0.645,454.88,208.63,35.82,37.27,1334.95,36.54
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,24,0.644,311.56,467.03,45.0,45.57,2050.94,45.29
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,25,0.643,456.15,129.13,37.55,37.99,1426.43,37.77
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,26,0.643,600.43,39.57,46.54,46.14,2147.4,46.34
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,27,0.642,535.97,422.22,40.5,40.09,1623.51,40.29
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,28,0.641,166.0,296.79,38.13,39.85,1519.21,38.99
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,29,0.641,21.86,389.26,40.27,39.92,1607.59,40.1
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,30,0.639,310.9,127.82,39.94,41.22,1646.42,40.58
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,31,0.639,163.54,130.56,38.75,40.21,1558.19,39.48
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,32,0.636,95.07,259.22,38.9,40.17,1562.55,39.53
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,33,0.635,160.06,47.18,41.29,43.52,1796.81,42.4
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,34,0.635,388.75,594.95,43.72,44.84,1960.27,44.28
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,35,0.634,20.15,309.3,39.08,41.27,1612.82,40.17
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,36,0.634,596.68,212.04,42.6,40.19,1711.91,41.39
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,37,0.634,96.56,341.06,39.13,41.29,1615.47,40.21
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,38,0.633,390.18,507.28,39.73,41.0,1628.58,40.36
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,39,0.633,25.73,552.93,42.94,44.01,1889.75,43.47
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,40,0.632,602.58,375.99,42.99,42.82,1840.7,42.9
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,41,0.631,462.62,624.35,44.83,31.17,1397.02,38.0
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,42,0.63,92.9,174.52,39.89,41.42,1651.99,40.65
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,43,0.63,311.15,297.67,41.64,42.24,1759.05,41.94
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,44,0.627,536.66,505.15,39.62,41.54,1646.0,40.58
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,45,0.626,529.85,337.72,40.97,42.49,1741.05,41.73
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,46,0.623,605.49,464.54,48.73,49.39,2406.71,49.06
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,47,0.623,20.51,139.09,39.27,41.72,1638.15,40.49
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,48,0.622,100.48,507.36,41.75,41.9,1749.21,41.82
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,49,0.619,101.41,425.44,40.84,41.09,1678.05,40.96
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,50,0.618,243.75,595.26,39.31,40.64,1597.74,39.98
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,51,0.612,459.32,549.94,39.27,40.49,1589.92,39.88
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,52,0.612,456.68,43.85,38.86,37.83,1470.19,38.35
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,53,0.611,601.64,292.7,45.31,45.95,2082.07,45.63
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,54,0.611,169.04,464.15,37.73,41.21,1554.73,39.47
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,55,0.61,454.33,289.65,38.73,38.36,1485.77,38.55
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,56,0.609,241.26,340.81,43.49,44.21,1922.88,43.85
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,57,0.609,22.83,471.11,40.53,42.78,1733.76,41.65
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,58,0.602,535.49,592.4,41.16,43.62,1795.35,42.39
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,59,0.6,600.2,127.8,45.13,45.5,2053.63,45.32
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,60,0.595,459.32,380.49,38.07,40.19,1529.98,39.13
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,61,0.579,312.56,379.13,42.4,44.24,1876.05,43.32
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,62,0.578,166.78,628.43,40.36,23.13,933.51,31.74
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,63,0.577,170.19,552.09,38.63,40.59,1567.88,39.61
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,64,0.573,455.76,460.03,37.27,39.28,1463.81,38.27
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,65,0.565,98.72,592.19,41.13,42.41,1744.4,41.77
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,66,0.56,24.58,627.77,42.79,24.25,1037.63,33.52
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,67,0.557,317.23,627.73,43.03,24.53,1055.64,33.78
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,68,0.548,609.76,624.38,48.89,31.23,1527.08,40.06
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,69,0.536,389.24,256.13,33.53,38.3,1284.13,35.91
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,70,0.406,454.38,209.39,43.89,43.51,1909.62,43.7
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,71,0.265,385.62,428.07,34.71,34.85,1209.61,34.78
Blok13M_23_png_jpg.rf.78680809bbf0c949bb197c1ef806976f.jpg,72,0.259,610.1,627.64,42.98,24.71,1062.05,33.84
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,1,0.727,475.92,467.61,39.73,39.83,1582.72,39.78
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,2,0.704,620.16,624.18,37.59,31.64,1189.36,34.62
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,3,0.702,549.68,422.51,42.98,43.48,1869.0,43.23
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,4,0.698,615.28,210.62,40.31,40.31,1624.93,40.31
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,5,0.691,324.76,385.56,43.37,43.14,1871.24,43.26
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,6,0.685,398.62,255.45,39.68,41.92,1663.34,40.8
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,7,0.681,325.17,297.17,44.31,44.21,1959.29,44.26
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,8,0.681,547.62,505.82,43.16,42.36,1828.11,42.76
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,9,0.675,103.6,244.76,39.48,41.05,1620.47,40.26
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,10,0.674,327.68,471.34,41.62,42.07,1750.83,41.84
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,11,0.674,617.89,465.72,39.21,41.13,1612.64,40.17
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,12,0.673,405.9,591.2,42.78,42.04,1798.72,42.41
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,13,0.669,256.37,425.87,40.75,42.44,1729.51,41.6
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,14,0.668,105.89,516.14,41.85,42.4,1774.34,42.12
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,15,0.667,473.92,550.2,41.8,43.16,1804.04,42.48
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,16,0.663,404.86,510.21,42.68,42.57,1817.14,42.63
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,17,0.663,327.08,553.85,42.04,45.05,1893.9,43.55
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,18,0.659,320.88,40.13,44.1,42.88,1890.73,43.49
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,19,0.657,618.86,545.49,37.64,39.01,1468.51,38.33
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,20,0.656,35.65,480.69,38.45,39.78,1529.74,39.12
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,21,0.656,467.66,41.45,40.9,41.14,1682.61,41.02
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,22,0.653,469.62,207.53,39.83,42.1,1677.0,40.97
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,23,0.647,175.67,385.73,43.46,44.11,1916.86,43.78
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,24,0.646,544.98,592.21,45.62,44.65,2036.74,45.13
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,25,0.646,544.97,166.82,47.0,48.1,2260.72,47.55
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,26,0.645,29.2,294.65,40.81,40.58,1655.79,40.69
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,27,0.645,321.05,208.84,42.13,41.62,1753.23,41.87
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,28,0.644,471.41,383.04,38.71,41.3,1598.85,40.01
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,29,0.644,252.83,342.41,41.33,42.45,1754.36,41.89
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,30,0.644,468.75,294.3,40.75,41.75,1701.13,41.25
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,31,0.641,320.33,122.6,43.27,43.07,1863.56,43.17
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,32,0.64,106.31,339.51,43.28,43.06,1863.55,43.17
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,33,0.639,615.75,296.79,39.36,40.64,1599.31,40.0
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,34,0.637,161.98,40.08,49.78,47.21,2350.14,48.5
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,35,0.636,398.22,83.13,45.15,45.74,2065.0,45.44
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,36,0.635,403.59,424.93,40.52,42.35,1715.83,41.43
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,37,0.634,104.24,163.51,39.92,40.07,1599.33,39.99
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,38,0.631,175.98,296.19,50.28,48.71,2449.19,49.5
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,39,0.631,175.12,557.35,47.58,47.86,2277.0,47.72
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,40,0.63,546.16,335.93,43.81,44.88,1966.21,44.35
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,41,0.63,176.82,469.98,45.43,45.56,2069.79,45.49
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,42,0.627,164.07,118.59,50.05,47.49,2376.65,48.77
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,43,0.627,543.4,81.39,46.54,45.2,2103.62,45.87
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,44,0.626,105.16,595.11,37.66,37.49,1411.93,37.58
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,45,0.626,248.77,253.13,37.78,39.71,1500.4,38.75
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,46,0.624,401.25,340.65,40.27,41.77,1681.98,41.02
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,47,0.624,248.01,88.72,41.63,39.97,1664.05,40.8
Blok13M_26_png_jpg.rf.27f0fc97d7ff33bcbbe10cc85be2a5db.jpg,48,0.624,254.9,513.3,41.61,43.17,1796.03,42.39
